CHO,PO2,D3M,COH,MTF,COH-W,MTF-W,CHO-W,PO2-W,CHO,PO2,D3M,COH,MTF,COH-W,MTF-W,CHO-W,PO2-W,AL1,Dpp1,Kc1,AL2,Dpp2,Kc2,AL3,Dpp3,Kc3
-0.7279626008,-0.7040166595,-0.5612389532,-0.9790003766,-0.7941641219,-0.9015627135,-0.9855805811,-0.7411260289,-0.8340402832,3.607012972,3.180675639,2.541012454,3.075419897,2.471297238,4.413840135,4.894264893,4.848351799,4.273996303,64.06935522,39.92718203,25.80492397,64.39963718,33.88126047,21.14799644,63.46113906,38.90910437,27.85345336
-0.7323364944,-0.7236896567,-0.5541577698,-1.010393727,-0.7562985046,-0.9241520956,-1.026156727,-0.7692924046,-0.8675892334,3.342325261,3.407752713,2.668860704,3.042242255,2.41930368,4.3670351,4.556385376,4.583186528,4.420625954,65.81468439,40.24866221,24.16349092,64.23621756,34.67313807,28.09857075,64.15008789,39.33412041,27.86118822
-0.7538839584,-0.7464990564,-0.5676982764,-0.9855580457,-0.7956337283,-0.9273097512,-0.9562586889,-0.7595954804,-0.8629907227,3.603697469,3.257552145,2.74292609,3.165532946,2.498208024,4.303011914,4.657458496,4.864621043,4.284108693,65.99328314,39.62678056,20.9780541,63.66448233,34.25400538,25.8017513,63.79416577,39.05098808,27.86212522
-0.7272828136,-0.7003164093,-0.573783146,-1.021589456,-0.7913737301,-0.9595340311,-0.9920532976,-0.7610560276,-0.8696813965,3.3208595,3.332512726,2.717206681,3.2187231,2.49754874,4.427571065,4.884459717,4.656632217,4.132422847,64.49093789,40.78499114,27.46513157,63.01779764,34.90824721,26.19186635,62.916624,39.81732548,27.86567946
-0.7044920547,-0.7203682416,-0.5291429376,-0.9858680446,-0.7828537336,-0.9718870572,-1.037751649,-0.733435046,-0.8551105957,3.310487925,3.321176834,2.743121427,3.043944643,2.488558499,4.501020643,4.554960205,4.694788861,4.317364903,67.64445639,39.84724314,25.08001419,62.81553164,34.14425129,22.21902345,64.06201502,39.11671496,27.8658265
-0.7597694841,-0.7438736407,-0.5355888874,-0.9752326976,-0.7477692068,-0.9486152514,-0.9860185845,-0.7839810725,-0.8294099121,3.352824356,3.329319517,2.74481435,3.100690895,2.561319512,4.452853412,4.626332764,4.974058045,4.171621389,68.28749814,39.90712378,26.20271957,65.15113014,34.44552672,23.78166016,65.80860006,39.59403079,27.86947815
-0.7411647829,-0.7114524005,-0.5644753015,-0.9573004535,-0.7546149681,-0.9156738482,-0.9793998669,-0.7499632639,-0.8657731934,3.639827957,3.432779488,2.722936575,3.017160411,2.345553741,4.454597022,4.449383545,5.020876014,4.203313827,65.26216225,39.5100208,27.48714538,66.37564577,33.99890119,24.13930147,65.42585439,38.93271043,27.87032915
-0.7095099572,-0.7189674326,-0.5669426827,-0.9971353123,-0.7718502884,-0.9238744995,-0.9557841853,-0.7871147782,-0.8702230225,3.461683394,3.143035688,2.792053416,3.059493116,2.486191069,4.319521723,4.651700806,4.671672489,4.155827296,62.59381014,40.4677396,32.48787116,59.52252925,35.28483797,32.34049044,61.559716,40.05619701,27.87373124
-0.7531862822,-0.7063777716,-0.5649032483,-0.9794296058,-0.7683064908,-0.9489853795,-0.972391813,-0.731623228,-0.8949997559,3.419474482,3.338260502,2.654177852,3.034108626,2.493233424,4.444135361,4.679235107,4.567678076,4.406812638,66.945124,39.60279153,20.32150831,65.29452672,34.29778604,22.92926968,63.43694868,38.76835237,27.88590997
-0.7103418021,-0.7530890259,-0.5348801004,-0.9300920884,-0.7977544261,-0.9094973352,-0.9510513155,-0.773757242,-0.8824892578,3.530076284,3.15968029,2.746442161,2.983793615,2.404829393,4.526847868,4.711500977,4.880773242,4.343115008,64.68381689,39.19664409,24.62254858,63.74625202,33.8703632,24.36856488,65.80160337,38.03012764,27.89173049
-0.7406996654,-0.6940083636,-0.5311756853,-0.9288282467,-0.7359751506,-0.9235853369,-0.9803245407,-0.7519229855,-0.8807687988,3.629456382,3.203028102,2.716555557,3.048181696,2.521642584,4.331018652,4.643434814,4.899851564,4.393259951,68.53977127,38.80223772,23.75041801,67.21316868,33.17971095,23.00821554,67.39383789,37.97647841,27.89184964
-0.7077478774,-0.7557849225,-0.5738366394,-0.9663619598,-0.7866858718,-0.9344578506,-0.9863105867,-0.7728143571,-0.9010319824,3.314398519,3.139962225,2.589846774,3.070728874,2.411002692,4.621547695,4.461697021,4.920217381,4.190386648,65.88771827,39.80576721,24.18562561,64.032004,34.32160835,22.70638878,63.98600077,39.54318274,27.89271808
-0.7112362588,-0.720843988,-0.5542179498,-0.9645735046,-0.7691436083,-0.9728355105,-0.9597627159,-0.7717235687,-0.8721665039,3.346618413,3.353348415,2.69812874,2.994840219,2.470398214,4.48260376,4.509696777,4.776603262,4.405874375,67.17646502,39.28664953,22.75468721,66.11723104,34.04619255,25.17393402,64.32555064,38.82570815,27.89364744
-0.7603419365,-0.7173728009,-0.523178428,-0.9500512484,-0.7662229982,-0.9138232076,-1.038189652,-0.7810230022,-0.8368864746,3.556855352,3.362528891,2.634383674,2.986895744,2.501864055,4.386596226,4.826996826,4.872931232,4.295055094,67.86670352,39.3003459,24.97108199,65.51081252,33.75534105,21.38952364,63.89204556,38.95709339,27.90002176
-0.7110573675,-0.7117871851,-0.5238604684,-1.013839484,-0.7910574856,-0.9048707336,-0.9722701454,-0.721843108,-0.8551318359,3.435541923,3.386398128,2.556313875,3.208357451,2.345853416,4.355102268,4.451549805,4.804928133,4.345617043,64.16271385,40.24285489,24.84795768,66.20059814,34.38021134,23.78063231,65.04220877,39.16326892,27.90004267
-0.7405386632,-0.7165798901,-0.5283539105,-1.014984095,-0.7246833649,-0.9370718805,-1.003806388,-0.7363376525,-0.8357607422,3.616449406,3.226737679,2.64903397,3.132090488,2.364073636,4.461462487,4.675928711,4.735637539,4.180482761,64.03400452,39.96030537,25.43509441,62.378404,34.70985564,27.46137777,63.10614869,39.32360723,27.90114923
-0.74433116,-0.697056665,-0.5684204367,-0.9780703799,-0.7240136709,-0.9269858891,-0.9727568158,-0.7834449223,-0.8310878906,3.584824601,3.297307597,2.796708954,3.202607164,2.493772839,4.624925939,4.610712891,4.750151109,4.135863145,66.10503025,40.14971589,27.66009028,64.75622077,34.31711394,26.60523833,64.13006602,38.95242135,27.90154348
-0.7065493053,-0.7523137354,-0.574411693,-0.9857011221,-0.7394910443,-0.9403105016,-0.9992316861,-0.7917275191,-0.8351660156,3.405277325,3.1491427,2.625853946,2.955647474,2.336503565,4.352922755,4.720166016,4.652769734,4.369386371,65.01801639,39.79282699,19.93164723,62.6782895,34.25063585,28.62731551,61.1524,39.24314307,27.90411612
-0.7343132439,-0.7001578271,-0.565638782,-0.9662427295,-0.7695528658,-0.9554857547,-1.026095893,-0.7381864465,-0.8647324219,3.48008869,3.252602671,2.626895745,3.092443773,2.521582649,4.417436331,4.492138672,4.875623266,4.28098115,66.07048014,39.58830917,22.12015832,64.92859396,34.12083329,24.98820255,64.62351127,38.79508184,27.904589
-0.7633294221,-0.6954708435,-0.5726196654,-0.9790719148,-0.7352124435,-0.9010306543,-0.952754662,-0.765215814,-0.8429399414,3.626820981,3.197519817,2.558527697,2.997261392,2.376420233,4.465167659,4.53523584,4.608058574,4.475931343,64.63356025,39.6292623,25.80530889,62.35865705,33.82200203,24.6445082,64.63557014,38.82379669,27.90922989
-0.7433830358,-0.7046157477,-0.5345725136,-0.9493835585,-0.7389143634,-0.9479675271,-0.98066521,-0.777103559,-0.8876081543,3.528631065,3.12782803,2.671627982,3.169391691,2.377918607,4.308569672,4.573886475,4.855608584,4.454768301,68.757264,38.78438445,21.34743178,66.2341663,33.55670489,21.39120086,63.9609694,38.15460641,27.91404557
-0.7663258524,-0.7295395761,-0.56833351,-0.9980891551,-0.7258646308,-0.9547801979,-0.9917977956,-0.7529490661,-0.8938421631,3.471884944,3.2394706,2.712355805,3.147260653,2.41954342,4.580191441,4.884288696,4.792462849,4.096612477,64.59738756,40.17299083,30.52818119,64.76829202,34.19006854,21.81963932,64.048009,39.05358906,27.91991085
-0.7142595228,-0.7447194122,-0.5289557108,-0.9580635277,-0.7802121627,-0.9697125545,-0.9879652661,-0.7813188092,-0.8814060059,3.430356135,3.184986471,2.679181024,3.005054544,2.439531721,4.513879768,4.752203857,4.672550326,4.366780085,66.015625,39.5530521,23.14637738,64.65165039,34.30303916,28.57504831,65.04019256,38.78553071,27.92748571
-0.7108069196,-0.7142187781,-0.5365651412,-1.015890246,-0.7606608171,-0.9844945465,-1.015632479,-0.7458404534,-0.8934067383,3.450674221,3.374423594,2.561132194,3.17340176,2.354843656,4.42419282,4.897343262,5.024738496,4.099792146,67.09862439,39.12664926,20.54276976,60.62925093,32.65242599,29.93627608,65.29044006,38.7249825,27.93450785
-0.7216477358,-0.7239099097,-0.5416202637,-1.003537982,-0.740756022,-0.9067213742,-0.9999130247,-0.7333795822,-0.9057685547,3.537557421,3.428548487,2.784467818,3.163565743,2.365991554,4.339409776,4.453374023,4.567092852,4.383981573,64.81256289,40.07026186,28.7445009,63.52289252,34.47860087,29.07928406,64.48491506,39.23828255,27.9431238
-0.715475984,-0.7053205573,-0.5736226659,-0.9820049813,-0.7417419604,-0.959256435,-1.025633556,-0.7293307235,-0.8565124512,3.546993854,3.294513539,2.603390159,3.13488997,2.371685373,4.298979816,4.602161865,5.008235162,4.422241852,66.487716,39.02072437,22.41631509,67.26586673,33.63483118,22.54028934,65.529025,38.19718953,27.94478664
-0.7159411015,-0.7406667572,-0.5582433251,-0.9522927789,-0.785234868,-0.9333937322,-0.9598843835,-0.7358015023,-0.8578293457,3.36489619,3.106593191,2.618105568,3.034259949,2.526916859,4.514969524,4.686303955,4.589916611,4.410774193,63.808144,39.78057139,24.18025763,62.76175614,34.05053285,23.14707423,65.07245556,39.02908626,27.94815415
-0.7330967827,-0.739697644,-0.5467556262,-1.018799466,-0.7764730376,-0.9037603492,-1.021715859,-0.7736093385,-0.8595498047,3.309042705,3.377457143,2.776133427,2.998925949,2.527096664,4.548642995,4.555530273,4.971600102,4.077065332,65.88163056,40.33639356,27.62608106,63.35364025,35.08657965,29.99432946,62.70858127,39.60947575,27.95254006
-0.730833807,-0.7126241464,-0.5743247663,-0.9904584129,-0.7389608699,-0.9681048104,-1.018272666,-0.7470329255,-0.8979202881,3.640550567,3.387635496,2.549835188,3.093994837,2.569141022,4.405830426,4.526741821,4.620172724,4.276758966,65.77615506,39.56478228,26.10241831,65.48855625,34.27715069,25.54580919,63.61258806,39.11594662,27.95607717
-0.7429536965,-0.7323852448,-0.5667755159,-0.9453774188,-0.7512664979,-0.994788735,-0.9882572684,-0.7198648985,-0.9108874512,3.590520467,3.253640464,2.636727722,3.018673645,2.525118811,4.243184291,4.894036865,4.948308162,4.155358164,65.75385377,39.89008654,22.01633674,63.12502291,34.33378559,28.02860706,64.56725139,39.00230726,27.95673581
-0.7336960688,-0.71657108,-0.5482200069,-0.9317016981,-0.7907505425,-0.9703255792,-0.9738883245,-0.7914039802,-0.8292718506,3.46916453,3.33909872,2.710272208,3.077046623,2.574894775,4.548806459,4.588765259,4.908571411,4.1199648,65.06640564,39.73612514,23.57331235,66.43971125,34.23143546,23.65928792,63.62455225,39.47454867,27.95713801
-0.7283382726,-0.7352925842,-0.5542714432,-1.01999177,-0.7744267502,-0.9211101051,-0.9657000949,-0.7598173356,-0.838097168,3.331996192,3.241905421,2.558788147,3.142229152,2.438033348,4.34355085,4.816621582,4.800480426,4.343740517,64.32240502,39.6413438,23.1309979,65.49011774,34.13487545,21.75425889,62.89084764,39.09485935,27.95790856
-0.7646711073,-0.7221302655,-0.5413929169,-0.941323587,-0.7647719945,-0.9903009314,-0.9798378703,-0.7684142275,-0.8305568848,3.636597467,3.209733841,2.794430019,3.040615529,2.466262703,4.551149435,4.54082251,4.789829338,4.331126093,66.89399627,39.49699215,26.24822945,63.85008789,33.65191627,23.81456002,65.95673189,38.71520761,27.96172615
-0.7472292,-0.711047135,-0.5666819025,-1.008545656,-0.7678786307,-0.9277724113,-0.9633640769,-0.7663250903,-0.8972299805,3.432651483,3.361970079,2.673386018,3.115596244,2.43611543,4.458629121,4.60136377,4.984006863,4.113553336,66.38786702,39.56240953,26.95111544,63.94136262,34.69000064,28.1321553,64.57727546,39.201822,27.96281322
-0.7620592935,-0.6919996564,-0.5475713999,-1.021017151,-0.7787239537,-0.9930306264,-1.001592038,-0.7484842288,-0.8375661621,3.624865684,3.237355099,2.786486303,3.168483751,2.55364784,4.606291106,4.670114014,4.599514295,4.238342311,65.83091064,40.1188598,25.84990469,66.07860877,34.21765236,24.53891679,64.58734139,39.12108893,27.96650471
-0.7484635503,-0.7324557257,-0.5425430241,-1.000986453,-0.7669671027,-0.9513912123,-1.036437639,-0.7391663073,-0.849970459,3.367106526,3.263539412,2.790132599,2.969342236,2.461108298,4.640291504,4.888108154,4.690341154,4.129086801,64.69990314,39.90852232,21.85335162,62.23040439,34.83495405,26.35342499,63.84609264,39.56099239,27.97464309
-0.7517909296,-0.7291783612,-0.5377553685,-1.002751062,-0.728757337,-0.9173856908,-1.033176947,-0.7391293314,-0.866920166,3.401281718,3.341294051,2.632951201,3.216150603,2.553527971,4.259966539,4.655748291,4.911556057,4.079254613,63.40737827,40.83355945,32.26539431,63.96200564,34.9454007,28.86662775,64.04000625,39.44107378,27.97484992
-0.762649635,-0.75118604,-0.5547261367,-0.9536520049,-0.7430627459,-0.9506740891,-0.9478392908,-0.7266499723,-0.8963378906,3.497771376,3.215561447,2.730033829,2.970174514,2.555146214,4.290152789,4.493962891,4.630297109,4.45612357,65.61405006,39.6748096,27.51057465,64.70191406,34.34992889,23.78467046,63.49500014,39.08650671,27.97784061
-0.7114330393,-0.6911186444,-0.5743448263,-0.9680311847,-0.7987031593,-0.9806776002,-1.024222212,-0.7512574197,-0.8434709473,3.595791267,3.304252827,2.729838492,3.168937721,2.487359801,4.345403436,4.544470947,4.56135765,4.327790047,66.61416306,39.97356019,27.35248564,65.59987539,34.30604464,24.77706597,64.28431506,39.04841172,27.98322341
-0.7057621833,-0.6944488696,-0.5725394254,-0.9606150571,-0.7834676198,-0.9035752852,-0.9946569843,-0.7311610295,-0.8661767578,3.334206528,3.180116828,2.796448504,3.041901778,2.542919487,4.666336681,4.565563477,4.790882742,4.10291969,65.09867514,40.14361448,23.80445134,62.53844102,34.59654932,27.36425392,63.74026406,39.4082803,27.98592456
-0.7243847736,-0.7202272797,-0.5489354806,-0.9620219752,-0.7660369721,-0.9350593088,-1.028212909,-0.775883355,-0.9130539551,3.652579895,3.332033745,2.590497899,3.020338202,2.436295235,4.294402839,4.546751221,4.793106596,4.371575652,66.04000225,39.93233031,27.35818368,64.05717287,33.89922831,25.89407375,63.425296,38.99998896,27.98660263
-0.7099661302,-0.7399267072,-0.547143453,-0.9439466547,-0.7614607295,-0.9434334576,-0.9821252212,-0.7194951397,-0.8749489746,3.578618659,3.301219278,2.684390018,2.967526356,2.547894087,4.358698464,4.797809326,4.902894732,4.268366726,68.12026225,39.478762,23.86881366,63.85208556,33.98359672,21.07474909,65.47340839,38.77164457,27.99007126
-0.7239912126,-0.6900261896,-0.5619076202,-0.9435651176,-0.7629489385,-0.9941410107,-1.024562881,-0.7558794045,-0.8780075684,3.373227456,3.182431904,2.668763036,3.157588471,2.410762952,4.280236007,4.52964917,4.953458139,4.089888259,64.13578266,40.44596895,26.42125432,64.63557014,34.50054086,27.83073643,64.52105625,39.4161812,27.99039376
-0.7240627692,-0.7081397955,-0.5543650565,-0.9339313055,-0.7542429159,-0.9525941287,-0.9905932864,-0.7263726532,-0.8300046387,3.489865175,3.373705122,2.797164741,2.967829003,2.527036729,4.365237002,4.642294678,4.8921266,4.358856976,67.24615014,39.56923076,23.01709363,64.6761275,33.77498333,22.74512503,66.26023567,38.54799298,27.99266462
-0.7177300151,-0.7164917889,-0.5730609856,-1.019157157,-0.7540568898,-0.9710542689,-0.9502483094,-0.7672309994,-0.9053225098,3.315588699,3.184188169,2.623575011,3.21009767,2.51612857,4.6139194,4.796213135,4.572593963,4.337798185,67.05357939,39.29644552,24.48494463,66.048129,34.1100262,26.61314852,64.54377578,38.76620343,27.99666985
-0.7392774791,-0.6986689169,-0.5412658702,-1.000187609,-0.7837559603,-0.9682898745,-0.9962751634,-0.784748322,-0.8403167725,3.385511822,3.214563569,2.600362431,3.22413291,2.371115991,4.249777317,4.491169556,4.686654239,4.302613324,64.98375156,40.23857502,25.89737257,63.504961,34.67201049,27.38479701,62.74026077,39.25874931,27.99718644
-0.6983739702,-0.7242799347,-0.5735691726,-0.9387959037,-0.7279760273,-0.9369562154,-1.032154939,-0.727038219,-0.9121618652,3.528971116,3.177961411,2.741168054,2.972973996,2.538783976,4.492084641,4.733049561,4.568614436,4.334253636,66.26570514,39.54112542,25.74695344,64.27534295,33.79822985,23.93825021,63.76821025,39.02349148,27.99947762
-0.726549359,-0.6953298816,-0.5538969896,-1.012456412,-0.7996518925,-0.9130598184,-1.030037923,-0.7508691729,-0.893746582,3.430271122,3.120244159,2.770533759,3.164927653,2.361556369,4.527065819,4.585401855,4.726976215,4.184861322,65.54319202,40.11464902,24.32759376,63.93033021,34.54798643,29.16323426,62.837329,39.22889039,28.00148357
-0.7304849689,-0.7376889368,-0.5269898299,-0.9350997629,-0.7647533918,-0.977184516,-1.004049723,-0.7715017134,-0.8535600586,3.648244236,3.391986244,2.67182332,2.970931131,2.430841156,4.253754927,4.640584473,4.816398535,4.329562321,65.98109827,39.89755884,22.67834744,65.44689926,33.82400226,24.77899764,63.75423639,39.06713369,28.00512473
-0.7170144497,-0.7059196454,-0.5530544692,-0.9609727482,-0.7833746068,-0.9168304986,-0.9998886912,-0.759392113,-0.8375236816,3.563826411,3.1311809,2.663684266,3.147752454,2.529074516,4.44391741,4.6274729,4.762674916,4.191846168,65.89989452,40.15669812,26.97778028,63.73826814,34.61180333,24.95714454,63.85008789,39.16347552,28.00864896
-0.7254044543,-0.7145007019,-0.5205171334,-0.9559889197,-0.7460763691,-0.9500726309,-1.003563053,-0.7780834198,-0.854324707,3.424830295,3.186662906,2.741363391,3.227878162,2.380735549,4.561938023,4.47594873,4.79439409,4.204877598,64.92434336,39.49897519,24.83765689,67.67324564,34.12965183,22.63528676,64.883025,39.20878808,28.00979762
-0.7691612804,-0.7402614917,-0.5446158918,-0.9676734937,-0.737779604,-0.941513418,-0.9524139927,-0.7564525307,-0.8887763672,3.600126926,3.252283351,2.536519697,3.040085897,2.536686253,4.398692522,4.785381836,4.952872914,4.067057194,63.53484827,40.14127951,28.78392531,64.786401,34.17162451,26.9210091,62.83931077,39.4299512,28.00996592
-0.7510395859,-0.7445784503,-0.5341980601,-0.9357436068,-0.7541685054,-0.9576833904,-1.016581486,-0.7294046752,-0.8550681152,3.626905994,3.249489293,2.666158538,3.156983177,2.423708898,4.561829047,4.806018311,4.793340686,4.080714133,65.05632306,40.09671634,27.07360973,63.95000977,34.46005552,24.32127338,63.81718737,39.38824953,28.01025578
-0.7279447116,-0.7357507104,-0.5343451668,-0.9981964624,-0.7711154853,-0.994811868,-1.045854711,-0.7517196182,-0.9050888672,3.621890232,3.395339113,2.719876291,3.17567161,2.52134291,4.482385809,4.872944336,4.803055414,4.1471223,67.420521,39.60247567,23.28109428,63.98000156,34.01210237,20.82760485,65.67076406,38.99960544,28.01427195
-0.7554582024,-0.699558739,-0.5357092475,-0.9777365349,-0.7713759218,-0.920832509,-0.961125393,-0.7399243128,-0.8376723633,3.554049926,3.134294279,2.581968171,3.003919619,2.404709523,4.249831805,4.802483887,4.957320621,4.213217714,63.67840502,39.71105609,25.2699755,64.10604389,34.58072688,25.20163444,63.71831064,39.02089234,28.01465568
-0.7569787789,-0.7343587115,-0.5729807456,-0.9282082489,-0.7402537514,-0.9507434881,-1.040817673,-0.7692646727,-0.8480163574,3.602762326,3.390309809,2.535673235,3.220841627,2.345793481,4.558777729,4.541962646,5.002617006,4.090305265,65.56445188,39.43600799,27.78899082,64.14920249,34.13260263,24.50130549,63.65047852,39.30123066,28.01851219
-0.7476406501,-0.752437077,-0.5673906896,-0.9895880314,-0.7759335618,-0.959395233,-1.015851481,-0.7715202013,-0.8963166504,3.472692566,3.316387021,2.577214964,3.010956155,2.562638081,4.626996477,4.541734619,4.90687426,4.070080486,64.40463756,40.47381781,26.01212688,63.09517805,34.55204895,26.62141739,63.65446764,39.51605403,28.02230735
-0.6972648438,-0.7028184833,-0.5228842146,-0.9834834376,-0.7806958306,-0.906096783,-0.9597870494,-0.7762531138,-0.8691291504,3.62503571,3.295950483,2.66055887,2.991586767,2.51660805,4.431712139,4.454172119,4.57727576,4.310275805,64.76225625,39.98619761,28.43744426,65.50271889,34.53323917,23.53426462,61.75798689,39.54469725,28.02366792
-0.751656761,-0.7269317807,-0.5326534393,-0.9918891771,-0.7668647883,-0.990590094,-0.9737909904,-0.720632148,-0.8405716553,3.556557807,3.150380069,2.668339805,2.944790024,2.568421802,4.352214413,4.819984985,4.861285263,4.232973361,66.86946189,39.25504242,20.37790364,63.37951127,33.73046006,23.44093438,63.57271556,39.21161944,28.02463705
-0.7451003928,-0.7344996735,-0.5392799292,-1.006614125,-0.7609398563,-0.9087339459,-1.025049551,-0.7362821887,-0.8774128418,3.357245028,3.360293644,2.798727439,3.108862355,2.517926618,4.346929095,4.562941162,4.964226271,4.144516014,66.30030625,40.13608947,30.15484527,62.95430664,34.61377901,24.66751505,65.19553164,39.53068121,28.02492467
-0.7621755729,-0.7392659482,-0.5446894452,-1.006292203,-0.7313710041,-0.9268355245,-0.9651282571,-0.7894812345,-0.9001292725,3.450801741,3.153253957,2.750381462,3.166024747,2.539892773,4.668243754,4.870607056,4.656690739,4.16917148,66.27995156,40.29951124,27.40479262,65.01398477,34.17182394,22.80533528,63.08926327,39.64625597,28.02673191
-0.758239963,-0.739618353,-0.5290158909,-0.9518277806,-0.776091684,-0.9739343284,-1.019343341,-0.7670738519,-0.857223999,3.41373611,3.386677534,2.640211236,3.144536833,2.452387765,4.371394125,4.650332642,4.979266544,4.141232094,65.302561,39.60355285,21.65903354,68.70675875,33.18477441,22.21366984,63.920025,39.19698382,28.03703901
-0.7189554209,-0.7513886728,-0.5320650124,-0.9303663182,-0.7846488857,-0.9923482026,-1.007565917,-0.7525053556,-0.8841566162,3.49568856,3.126431001,2.593069839,3.075230743,2.487150028,4.366599197,4.525829712,4.737217646,4.174175549,62.35471225,40.3973381,27.53289404,61.76584577,34.73301266,30.69175679,62.37050625,39.6767057,28.03835873
-0.716594055,-0.7313016,-0.5706337245,-1.002381448,-0.7268319667,-0.9363663237,-1.002407211,-0.7370494382,-0.8570540771,3.580361423,3.209773756,2.759497202,3.091876311,2.38190428,4.306008744,4.809951782,4.570077497,4.455654438,66.33695881,39.30542379,18.59072163,64.81507305,33.7679505,21.07749792,64.85282227,38.90071489,28.0442164
-0.7154938731,-0.7457590063,-0.5661202223,-0.9369597563,-0.7864440378,-0.9813021914,-0.9969930022,-0.7814482248,-0.9049189453,3.472947605,3.346163695,2.535998797,2.981372442,2.448941506,4.383871835,4.518133789,4.77964643,4.359795239,64.60140625,40.15733305,27.30894601,64.27429327,34.47165973,24.48888009,64.62150156,38.94225916,28.04436034
-0.7477927077,-0.7501904965,-0.5588651854,-1.00199991,-0.7378447131,-0.9456195269,-0.9630842414,-0.7923653531,-0.8764251709,3.497388818,3.170177965,2.791792966,3.204460875,2.547804184,4.503036692,4.705971313,4.856603466,4.237143419,67.21335264,40.04493181,27.69594203,65.55153283,34.0831031,25.02191502,64.33844627,38.95155424,28.04633433
-0.7104849151,-0.7022017749,-0.5414062902,-0.9459258784,-0.7880810677,-0.9781561023,-0.9621474009,-0.7744967596,-0.8626083984,3.313123325,3.256115201,2.675078941,3.021927097,2.41681638,4.581771588,4.608432617,4.65885607,4.188822876,65.17534727,39.81700233,25.44811034,64.58332314,34.74855208,26.08379617,61.54598627,39.79304254,28.04794443
-0.7582489076,-0.7148531067,-0.5310553252,-1.014077945,-0.7346915704,-0.9153731191,-1.03402862,-0.7558239407,-0.8396264648,3.573432871,3.285971705,2.672865118,3.066567482,2.49317349,4.300832402,4.864963379,4.593545004,4.321222206,65.11683025,40.25791301,26.63453439,63.13642069,33.90462198,22.13375763,63.32379564,39.20569418,28.05341763
-0.7261021306,-0.7106418695,-0.5433721712,-0.9292097838,-0.7285341057,-0.9135918775,-1.041450344,-0.7670091441,-0.8552805176,3.546483777,3.160877743,2.667591012,3.245507331,2.353824762,4.465276635,4.521212158,4.587107533,4.181421024,64.03000352,40.49797957,24.48301086,63.30191406,34.60590598,26.35872081,62.96819256,39.66412952,28.05493745
-0.7453687298,-0.7410720227,-0.5535225361,-0.994619552,-0.7778496309,-0.9401717035,-1.008721759,-0.758486204,-0.8549194336,3.436052,3.356222303,2.725996859,3.198521434,2.488378695,4.497860349,4.618693848,4.82388941,4.269513491,67.53757852,39.9353645,23.63417475,64.95957006,34.19381347,24.34891111,65.01604253,39.32127089,28.05528973
-0.7269965874,-0.7344291925,-0.5624425538,-0.992211099,-0.7505968039,-0.9147485279,-1.021253522,-0.7258549909,-0.8509899902,3.414713758,3.244380158,2.603650609,3.074663281,2.481246437,4.317723625,4.798721436,4.785849811,4.40764665,66.7799105,39.12974875,20.892457,64.72701277,33.86333438,27.11423926,66.97887464,38.62799574,28.05537999
-0.7312542017,-0.6863964203,-0.5403765431,-0.9467604908,-0.7827049127,-0.9024880338,-0.9814925497,-0.7498523363,-0.8450852051,3.511118404,3.383125089,2.782188883,3.22371677,2.397936875,4.615227108,4.765657471,4.748161346,4.144724517,67.23795002,39.41250663,25.95297314,64.74213906,34.14939188,23.98994123,63.26213906,39.47204925,28.0568076
-0.6965850567,-0.699118233,-0.5338236065,-0.946140493,-0.7637674534,-0.9407500287,-0.9781345239,-0.7737017782,-0.8408796387,3.446338563,3.332832047,2.630476929,3.006567778,2.496350041,4.644214627,4.583919678,4.5924916,4.412233713,65.32478564,39.68423693,25.29879187,63.85008789,33.85569096,26.72374381,64.47487764,38.6049847,28.06869877
-0.709679904,-0.6951008185,-0.5529207358,-0.9397497465,-0.7659253564,-0.9637905045,-0.9568183599,-0.7387225967,-0.8650935059,3.626225891,3.164549934,2.729187368,3.024423932,2.577621815,4.597573055,4.664641357,5.002148826,4.073208029,67.71232656,38.94252822,22.63535482,64.45197126,33.33397591,24.70291402,65.19956889,38.73619632,28.07089636
-0.7015940147,-0.7547981891,-0.5683803167,-1.003561828,-0.7299851094,-0.9886816209,-1.009476098,-0.719716995,-0.8475065918,3.455179906,3.288765763,2.607036455,3.002330724,2.40285154,4.277184689,4.519159912,4.859354021,4.317990411,64.36451756,40.18585356,23.11431108,60.96636791,34.03101199,28.53794351,64.09803752,39.16454232,28.07103807
-0.726674583,-0.754058139,-0.5711887181,-0.9650742721,-0.796991719,-0.9084100838,-0.9628044059,-0.7924485488,-0.9048977051,3.35877526,3.362688551,2.765520102,3.126869833,2.536026969,4.475738295,4.619719971,4.897978846,4.278166361,66.70397256,40.09328537,25.3912477,64.05801314,34.08120252,25.1300692,66.064384,39.10095479,28.07250771
-0.6971932873,-0.7503931293,-0.5431581978,-1.017344856,-0.7907412412,-0.9857668619,-0.9834392313,-0.7353577917,-0.8998000488,3.313888441,3.315429058,2.791565072,2.961019452,2.437254194,4.456558584,4.658028564,4.615198314,4.379915767,66.53053139,39.95694843,23.95053154,64.38658202,34.6691427,26.32974553,63.15282227,39.70159494,28.0787529
